,Apprehension Date,Continent,arrests,week_rolling_avg
1245,2025-05-27,North America,647,165.0
1246,2025-05-27,Oceania,1,164.0
1247,2025-05-27,South America,214,144.0
1248,2025-05-28,Africa,20,135.0
1249,2025-05-28,Asia,41,138.0
1250,2025-05-28,Europe,11,135.0
1251,2025-05-28,North America,853,255.0
1252,2025-05-28,South America,285,204.0
1253,2025-05-29,Africa,32,208.0
1254,2025-05-29,Asia,57,186.0
1255,2025-05-29,Europe,20,186.0
1256,2025-05-29,North America,854,302.0
1257,2025-05-29,Oceania,2,300.0
1258,2025-05-29,South America,250,214.0
1259,2025-05-30,Africa,18,176.0
1260,2025-05-30,Asia,77,183.0
1261,2025-05-30,Europe,16,177.0
1262,2025-05-30,North America,679,271.0
1263,2025-05-30,South America,182,175.0
1264,2025-05-31,Africa,5,175.0
1265,2025-05-31,Asia,16,142.0
1266,2025-05-31,Europe,7,140.0
1267,2025-05-31,North America,358,180.0
1268,2025-05-31,South America,83,190.0
1269,2025-06-01,Africa,5,94.0
1270,2025-06-01,Asia,3,68.0
1271,2025-06-01,Europe,6,68.0
1272,2025-06-01,North America,406,124.0
1273,2025-06-01,South America,67,133.0
1274,2025-06-02,Africa,12,83.0
1275,2025-06-02,Asia,52,79.0
1276,2025-06-02,Europe,17,80.0
1277,2025-06-02,North America,730,184.0
1278,2025-06-02,South America,205,213.0
1279,2025-06-03,Africa,35,160.0
1280,2025-06-03,Asia,80,162.0
1281,2025-06-03,Europe,29,164.0
1282,2025-06-03,North America,1232,333.0
1283,2025-06-03,Oceania,1,330.0
1284,2025-06-03,South America,385,281.0
1285,2025-06-04,Africa,29,256.0
1286,2025-06-04,Asia,90,264.0
1287,2025-06-04,Europe,16,255.0
1288,2025-06-04,North America,1318,439.0
1289,2025-06-04,South America,413,322.0
1290,2025-06-05,Africa,19,324.0
1291,2025-06-05,Asia,52,277.0
1292,2025-06-05,Europe,10,274.0
1293,2025-06-05,North America,882,387.0
1294,2025-06-05,Oceania,1,385.0
1295,2025-06-05,South America,260,234.0
1296,2025-06-06,Africa,16,177.0
1297,2025-06-06,Asia,42,180.0
1298,2025-06-06,Europe,13,175.0
1299,2025-06-06,North America,803,288.0
1300,2025-06-06,South America,163,185.0
1301,2025-06-07,Africa,12,187.0
1302,2025-06-07,Asia,26,154.0
1303,2025-06-07,Europe,5,152.0
1304,2025-06-07,North America,460,212.0
1305,2025-06-07,South America,103,225.0
1306,2025-06-08,Africa,9,111.0
1307,2025-06-08,Asia,17,90.0
1308,2025-06-08,Europe,4,89.0
1309,2025-06-08,North America,385,140.0
1310,2025-06-08,South America,80,151.0
1311,2025-06-09,Africa,28,89.0
1312,2025-06-09,Asia,42,81.0
1313,2025-06-09,Europe,10,81.0
1314,2025-06-09,North America,756,186.0
1315,2025-06-09,South America,200,214.0
1316,2025-06-10,Africa,29,164.0
1317,2025-06-10,Asia,69,162.0
1318,2025-06-10,Europe,17,160.0
1319,2025-06-10,North America,969,293.0
1320,2025-06-10,Oceania,1,292.0
1321,2025-06-10,South America,226,216.0
1322,2025-06-11,Africa,18,190.0
1323,2025-06-11,Asia,66,195.0
1324,2025-06-11,Europe,11,187.0
1325,2025-06-11,North America,981,325.0
1326,2025-06-11,Oceania,1,186.0
1327,2025-06-11,South America,237,220.0
1328,2025-06-12,Africa,14,190.0
1329,2025-06-12,Asia,55,195.0
1330,2025-06-12,Europe,13,187.0
1331,2025-06-12,North America,898,314.0
1332,2025-06-12,South America,211,204.0
1333,2025-06-13,Africa,11,206.0
1334,2025-06-13,Asia,30,176.0
1335,2025-06-13,Europe,11,176.0
1336,2025-06-13,North America,759,276.0
1337,2025-06-13,South America,152,296.0
1338,2025-06-14,Africa,11,169.0
1339,2025-06-14,Asia,18,142.0
1340,2025-06-14,Europe,3,141.0
1341,2025-06-14,North America,424,197.0
1342,2025-06-14,Oceania,1,195.0
1343,2025-06-14,South America,68,97.0
1344,2025-06-15,Africa,5,76.0
1345,2025-06-15,Asia,12,76.0
1346,2025-06-15,North America,317,119.0
1347,2025-06-15,South America,59,127.0
1348,2025-06-16,Africa,19,69.0
1349,2025-06-16,Asia,33,73.0
1350,2025-06-16,Europe,15,66.0
1351,2025-06-16,North America,724,168.0
1352,2025-06-16,Oceania,2,167.0
1353,2025-06-16,South America,208,151.0
1354,2025-06-17,Africa,19,146.0
1355,2025-06-17,Asia,42,149.0
1356,2025-06-17,Europe,13,146.0
1357,2025-06-17,North America,1005,288.0
1358,2025-06-17,South America,192,212.0
1359,2025-06-18,Africa,13,213.0
1360,2025-06-18,Asia,48,190.0
1361,2025-06-18,Europe,11,189.0
1362,2025-06-18,North America,920,315.0
1363,2025-06-18,Oceania,1,313.0
1364,2025-06-18,South America,173,194.0
1365,2025-06-19,Africa,10,168.0
1366,2025-06-19,Asia,34,171.0
1367,2025-06-19,Europe,17,167.0
1368,2025-06-19,North America,704,266.0
1369,2025-06-19,Oceania,1,134.0
1370,2025-06-19,South America,81,146.0
1371,2025-06-20,Africa,20,124.0
1372,2025-06-20,Asia,37,128.0
1373,2025-06-20,Europe,11,124.0
1374,2025-06-20,North America,667,217.0
1375,2025-06-20,Oceania,2,117.0
1376,2025-06-20,South America,115,133.0
1377,2025-06-21,Africa,5,122.0
1378,2025-06-21,Asia,22,123.0
1379,2025-06-21,Europe,4,118.0
1380,2025-06-21,North America,395,173.0
1381,2025-06-21,South America,82,89.0
1382,2025-06-22,Africa,5,90.0
1383,2025-06-22,Asia,35,78.0
1384,2025-06-22,Europe,2,78.0
1385,2025-06-22,North America,342,124.0
1386,2025-06-22,Oceania,1,123.0
1387,2025-06-22,South America,77,78.0
1388,2025-06-23,Africa,12,68.0
1389,2025-06-23,Asia,102,82.0
1390,2025-06-23,Europe,7,78.0
1391,2025-06-23,North America,626,167.0
1392,2025-06-23,Oceania,2,118.0
1393,2025-06-23,South America,160,141.0
1394,2025-06-24,Africa,15,132.0
1395,2025-06-24,Asia,109,146.0
1396,2025-06-24,Europe,16,134.0
1397,2025-06-24,North America,817,249.0
1398,2025-06-24,Oceania,4,160.0
1399,2025-06-24,South America,193,188.0
1400,2025-06-25,Africa,22,168.0
1401,2025-06-25,Asia,65,175.0
1402,2025-06-25,Europe,11,161.0
1403,2025-06-25,North America,841,279.0
1404,2025-06-25,Oceania,1,162.0
1405,2025-06-25,South America,200,190.0
1406,2025-06-26,Africa,24,166.0
1407,2025-06-26,Asia,58,171.0
1408,2025-06-26,Europe,21,165.0
1409,2025-06-26,North America,793,277.0
1410,2025-06-26,Oceania,2,157.0
1411,2025-06-26,South America,178,182.0
1412,2025-06-27,Africa,13,156.0
1413,2025-06-27,Asia,55,160.0
1414,2025-06-27,Europe,12,153.0
1415,2025-06-27,North America,674,247.0
1416,2025-06-27,South America,108,149.0
1417,2025-06-28,Africa,5,149.0
1418,2025-06-28,Asia,24,127.0
1419,2025-06-28,Europe,3,126.0
1420,2025-06-28,North America,393,174.0
1421,2025-06-28,South America,59,181.0
1422,2025-06-29,Africa,4,85.0
1423,2025-06-29,Asia,16,72.0
1424,2025-06-29,Europe,1,71.0
1425,2025-06-29,North America,298,111.0
1426,2025-06-29,South America,46,117.0
1427,2025-06-30,Africa,9,62.0
1428,2025-06-30,Asia,45,60.0
1429,2025-06-30,Europe,9,61.0
1430,2025-06-30,North America,605,145.0
1431,2025-06-30,South America,107,160.0
1432,2025-07-01,Africa,24,121.0
1433,2025-07-01,Asia,51,121.0
1434,2025-07-01,Europe,14,122.0
1435,2025-07-01,North America,848,237.0
1436,2025-07-01,Oceania,2,236.0
1437,2025-07-01,South America,163,173.0
1438,2025-07-02,Africa,17,160.0
1439,2025-07-02,Asia,42,162.0
1440,2025-07-02,Europe,22,158.0
1441,2025-07-02,North America,771,266.0
1442,2025-07-02,Oceania,1,145.0
1443,2025-07-02,South America,171,170.0
1444,2025-07-03,Africa,23,150.0
1445,2025-07-03,Asia,35,152.0
1446,2025-07-03,Europe,11,148.0
1447,2025-07-03,North America,749,252.0
1448,2025-07-03,Oceania,2,142.0
1449,2025-07-03,South America,154,164.0
1450,2025-07-04,Africa,3,140.0
1451,2025-07-04,Asia,13,138.0
1452,2025-07-04,Europe,3,134.0
1453,2025-07-04,North America,295,174.0
1454,2025-07-04,South America,33,72.0
1455,2025-07-05,Africa,5,72.0
1456,2025-07-05,Asia,10,52.0
1457,2025-07-05,Europe,2,52.0
1458,2025-07-05,North America,313,94.0
1459,2025-07-05,South America,40,100.0
1460,2025-07-06,Africa,3,58.0
1461,2025-07-06,Asia,14,55.0
1462,2025-07-06,Europe,5,55.0
1463,2025-07-06,North America,268,92.0
1464,2025-07-06,South America,39,97.0
1465,2025-07-07,Africa,18,55.0
1466,2025-07-07,Asia,39,55.0
1467,2025-07-07,Europe,14,57.0
1468,2025-07-07,North America,576,137.0
1469,2025-07-07,South America,163,160.0
1470,2025-07-08,Africa,28,125.0
1471,2025-07-08,Asia,51,127.0
1472,2025-07-08,Europe,17,127.0
1473,2025-07-08,North America,805,236.0
1474,2025-07-08,Oceania,1,234.0
1475,2025-07-08,South America,172,177.0
1476,2025-07-09,Africa,21,156.0
1477,2025-07-09,Asia,50,160.0
1478,2025-07-09,Europe,21,155.0
1479,2025-07-09,North America,794,266.0
1480,2025-07-09,Oceania,2,152.0
1481,2025-07-09,South America,169,176.0
1482,2025-07-10,Africa,26,155.0
1483,2025-07-10,Asia,36,157.0
1484,2025-07-10,Europe,21,153.0
1485,2025-07-10,North America,849,271.0
1486,2025-07-10,Oceania,1,158.0
1487,2025-07-10,South America,163,181.0
1488,2025-07-11,Africa,20,159.0
1489,2025-07-11,Asia,35,161.0
1490,2025-07-11,Europe,15,158.0
1491,2025-07-11,North America,808,270.0
1492,2025-07-11,South America,120,166.0
1493,2025-07-12,Africa,6,167.0
1494,2025-07-12,Asia,23,147.0
1495,2025-07-12,Europe,7,145.0
1496,2025-07-12,North America,426,201.0
1497,2025-07-12,South America,76,209.0
1498,2025-07-13,Asia,11,96.0
1499,2025-07-13,Europe,2,79.0
1500,2025-07-13,North America,275,117.0
1501,2025-07-13,South America,34,119.0
1502,2025-07-14,Africa,18,120.0
1503,2025-07-14,Asia,34,64.0
1504,2025-07-14,Europe,9,55.0
1505,2025-07-14,North America,573,135.0
1506,2025-07-14,South America,158,157.0
1507,2025-07-15,Africa,19,121.0
1508,2025-07-15,Asia,53,123.0
1509,2025-07-15,Europe,15,123.0
1510,2025-07-15,North America,764,227.0
1511,2025-07-15,South America,169,250.0
1512,2025-07-16,Africa,18,171.0
1513,2025-07-16,Asia,34,153.0
1514,2025-07-16,Europe,9,152.0
1515,2025-07-16,North America,730,248.0
1516,2025-07-16,Oceania,2,247.0
1517,2025-07-16,South America,205,167.0
1518,2025-07-17,Africa,21,146.0
1519,2025-07-17,Asia,44,149.0
1520,2025-07-17,Europe,11,146.0
1521,2025-07-17,North America,725,248.0
1522,2025-07-17,South America,171,168.0
1523,2025-07-18,Africa,15,170.0
1524,2025-07-18,Asia,34,146.0
1525,2025-07-18,Europe,9,144.0
1526,2025-07-18,North America,650,231.0
1527,2025-07-18,Oceania,4,230.0
1528,2025-07-18,South America,144,147.0
1529,2025-07-19,Africa,2,123.0
1530,2025-07-19,Asia,15,123.0
1531,2025-07-19,Europe,2,118.0
1532,2025-07-19,North America,314,162.0
1533,2025-07-19,South America,47,75.0
1534,2025-07-20,Africa,2,75.0
1535,2025-07-20,Asia,14,57.0
1536,2025-07-20,Europe,4,57.0
1537,2025-07-20,North America,235,88.0
1538,2025-07-20,South America,36,93.0
1539,2025-07-21,Africa,23,52.0
1540,2025-07-21,Asia,48,52.0
1541,2025-07-21,Europe,18,54.0
1542,2025-07-21,North America,548,130.0
1543,2025-07-21,Oceania,4,130.0
1544,2025-07-21,South America,167,121.0
1545,2025-07-22,Africa,15,118.0
1546,2025-07-22,Asia,47,121.0
1547,2025-07-22,Europe,8,115.0
1548,2025-07-22,North America,729,217.0
1549,2025-07-22,South America,161,162.0
1550,2025-07-23,Africa,15,163.0
1551,2025-07-23,Asia,41,145.0
1552,2025-07-23,Europe,17,145.0
1553,2025-07-23,North America,797,253.0
1554,2025-07-23,South America,147,272.0
1555,2025-07-24,Africa,17,171.0
1556,2025-07-24,Asia,60,156.0
1557,2025-07-24,Europe,13,156.0
1558,2025-07-24,North America,758,258.0
1559,2025-07-24,Oceania,1,256.0
1560,2025-07-24,South America,165,166.0
1561,2025-07-25,Africa,6,146.0
1562,2025-07-25,Asia,38,149.0
1563,2025-07-25,Europe,14,142.0
1564,2025-07-25,North America,675,237.0
1565,2025-07-25,Oceania,1,129.0
1566,2025-07-25,South America,141,149.0
1567,2025-07-26,Africa,7,126.0
1568,2025-07-26,Asia,35,130.0
1569,2025-07-26,Europe,11,126.0
1570,2025-07-26,North America,432,186.0
1571,2025-07-26,South America,79,101.0
1572,2025-07-27,Africa,8,102.0
1573,2025-07-27,Asia,46,88.0
1574,2025-07-27,Europe,3,88.0
1575,2025-07-27,North America,347,132.0
1576,2025-07-27,South America,50,138.0
1577,2025-07-28,Africa,13,78.0
1578,2025-07-28,Asia,28,71.0
1579,2025-07-28,Europe,29,74.0
1580,2025-07-28,North America,626,157.0
1581,2025-07-28,Oceania,1,156.0
1582,2025-07-28,South America,138,126.0
1583,2025-07-29,Africa,14,121.0
1584,2025-07-29,Asia,47,126.0
1585,2025-07-29,Europe,14,124.0
1586,2025-07-29,North America,752,227.0
1587,2025-07-29,Oceania,1,138.0
1588,2025-07-29,South America,198,166.0
1589,2025-07-30,Africa,11,148.0
1590,2025-07-30,Asia,72,156.0
1591,2025-07-30,Europe,18,152.0
1592,2025-07-30,North America,855,272.0
1593,2025-07-30,South America,156,187.0
1594,2025-07-31,Africa,16,189.0
1595,2025-07-31,Asia,51,168.0
1596,2025-07-31,Europe,10,168.0
1597,2025-07-31,North America,804,273.0
1598,2025-07-31,South America,160,293.0
1599,2025-08-01,Africa,21,174.0
1600,2025-08-01,Asia,30,156.0
1601,2025-08-01,Europe,18,156.0
1602,2025-08-01,North America,708,250.0
1603,2025-08-01,South America,134,268.0
1604,2025-08-02,Africa,7,154.0
1605,2025-08-02,Asia,19,134.0
1606,2025-08-02,Europe,7,132.0
1607,2025-08-02,North America,443,191.0
1608,2025-08-02,South America,47,195.0
1609,2025-08-03,Africa,5,95.0
1610,2025-08-03,Asia,27,79.0
1611,2025-08-03,Europe,8,79.0
1612,2025-08-03,North America,331,124.0
1613,2025-08-03,Oceania,1,123.0
1614,2025-08-03,South America,43,66.0
1615,2025-08-04,Africa,8,60.0
1616,2025-08-04,Asia,43,66.0
1617,2025-08-04,Europe,7,63.0
1618,2025-08-04,North America,572,144.0
1619,2025-08-04,Oceania,1,96.0
1620,2025-08-04,South America,159,119.0
1621,2025-08-05,Africa,27,117.0
1622,2025-08-05,Asia,41,121.0
1623,2025-08-05,Europe,10,117.0
1624,2025-08-05,North America,900,244.0
1625,2025-08-05,Oceania,3,163.0
1626,2025-08-05,South America,173,188.0
1627,2025-08-06,Africa,24,168.0
1628,2025-08-06,Asia,56,172.0
1629,2025-08-06,Europe,21,170.0
1630,2025-08-06,North America,916,299.0
1631,2025-08-06,Oceania,4,171.0
1632,2025-08-06,South America,166,194.0
1633,2025-08-07,Africa,13,171.0
1634,2025-08-07,Asia,41,174.0
1635,2025-08-07,Europe,14,168.0
1636,2025-08-07,North America,801,279.0
1637,2025-08-07,Oceania,2,149.0
1638,2025-08-07,South America,158,171.0
1639,2025-08-08,Africa,18,150.0
1640,2025-08-08,Asia,35,153.0
1641,2025-08-08,Europe,15,149.0
1642,2025-08-08,North America,783,259.0
1643,2025-08-08,Oceania,1,145.0
1644,2025-08-08,South America,112,160.0
1645,2025-08-09,Africa,6,139.0
1646,2025-08-09,Asia,9,137.0
1647,2025-08-09,Europe,9,134.0
1648,2025-08-09,North America,376,185.0
1649,2025-08-09,South America,74,84.0
1650,2025-08-10,Africa,3,84.0
1651,2025-08-10,Asia,15,70.0
1652,2025-08-10,Europe,3,70.0
1653,2025-08-10,North America,347,118.0
1654,2025-08-10,South America,50,124.0
1655,2025-08-11,Africa,11,72.0
1656,2025-08-11,Asia,30,66.0
1657,2025-08-11,Europe,13,67.0
1658,2025-08-11,North America,667,160.0
1659,2025-08-11,South America,133,179.0
1660,2025-08-12,Africa,19,132.0
1661,2025-08-12,Asia,42,131.0
1662,2025-08-12,Europe,9,130.0
1663,2025-08-12,North America,857,249.0
1664,2025-08-12,South America,159,269.0
1665,2025-08-13,Africa,16,176.0
1666,2025-08-13,Asia,49,164.0
1667,2025-08-13,Europe,11,163.0
1668,2025-08-13,North America,818,274.0
1669,2025-08-13,Oceania,1,273.0
1670,2025-08-13,South America,124,168.0
1671,2025-08-14,Africa,17,148.0
1672,2025-08-14,Asia,48,153.0
1673,2025-08-14,Europe,15,148.0
1674,2025-08-14,North America,821,263.0
1675,2025-08-14,South America,139,166.0
1676,2025-08-15,Africa,13,168.0
1677,2025-08-15,Asia,34,155.0
1678,2025-08-15,Europe,15,155.0
1679,2025-08-15,North America,784,260.0
1680,2025-08-15,Oceania,1,258.0
1681,2025-08-15,South America,95,154.0
1682,2025-08-16,Africa,2,135.0
1683,2025-08-16,Asia,23,136.0
1684,2025-08-16,Europe,4,132.0
1685,2025-08-16,North America,450,194.0
1686,2025-08-16,South America,68,92.0
1687,2025-08-17,Africa,6,93.0
1688,2025-08-17,Asia,9,80.0
1689,2025-08-17,Europe,4,81.0
1690,2025-08-17,North America,378,131.0
1691,2025-08-17,South America,70,141.0
1692,2025-08-18,Africa,11,78.0
1693,2025-08-18,Asia,35,73.0
1694,2025-08-18,Europe,8,74.0
1695,2025-08-18,North America,642,164.0
1696,2025-08-18,Oceania,1,164.0
1697,2025-08-18,South America,134,129.0
1698,2025-08-19,Africa,12,120.0
1699,2025-08-19,Asia,45,125.0
1700,2025-08-19,Europe,16,123.0
1701,2025-08-19,North America,950,257.0
1702,2025-08-19,South America,170,190.0
1703,2025-08-20,Africa,21,193.0
1704,2025-08-20,Asia,61,182.0
1705,2025-08-20,Europe,9,182.0
1706,2025-08-20,North America,849,297.0
1707,2025-08-20,Oceania,1,294.0
1708,2025-08-20,South America,137,178.0
1709,2025-08-21,Africa,13,156.0
1710,2025-08-21,Asia,51,160.0
1711,2025-08-21,Europe,16,154.0
1712,2025-08-21,North America,949,288.0
1713,2025-08-21,Oceania,1,167.0
1714,2025-08-21,South America,126,185.0
1715,2025-08-22,Africa,16,167.0
1716,2025-08-22,Asia,32,170.0
1717,2025-08-22,Europe,16,165.0
1718,2025-08-22,North America,767,272.0
1719,2025-08-22,Oceania,1,137.0
1720,2025-08-22,South America,111,153.0
1721,2025-08-23,Africa,2,135.0
1722,2025-08-23,Asia,17,135.0
1723,2025-08-23,Europe,3,131.0
1724,2025-08-23,North America,523,203.0
1725,2025-08-23,Oceania,2,94.0
1726,2025-08-23,South America,90,107.0
1727,2025-08-24,Africa,4,92.0
1728,2025-08-24,Asia,16,94.0
1729,2025-08-24,Europe,6,92.0
1730,2025-08-24,North America,351,142.0
1731,2025-08-24,South America,58,75.0
1732,2025-08-25,Africa,10,76.0
1733,2025-08-25,Asia,45,70.0
1734,2025-08-25,Europe,7,70.0
1735,2025-08-25,North America,729,172.0
1736,2025-08-25,South America,124,189.0
1737,2025-08-26,Africa,15,141.0
1738,2025-08-26,Asia,58,141.0
1739,2025-08-26,Europe,8,141.0
1740,2025-08-26,North America,813,251.0
1741,2025-08-26,Oceania,1,250.0
1742,2025-08-26,South America,147,167.0
1743,2025-08-27,Africa,13,151.0
1744,2025-08-27,Asia,68,158.0
1745,2025-08-27,Europe,15,152.0
1746,2025-08-27,North America,861,274.0
1747,2025-08-27,Oceania,3,158.0
1748,2025-08-27,South America,145,179.0
1749,2025-08-28,Africa,10,159.0
1750,2025-08-28,Asia,59,166.0
1751,2025-08-28,Europe,9,157.0
1752,2025-08-28,North America,814,272.0
1753,2025-08-28,South America,123,166.0
1754,2025-08-29,Africa,15,168.0
1755,2025-08-29,Asia,48,154.0
1756,2025-08-29,Europe,13,154.0
1757,2025-08-29,North America,697,246.0
1758,2025-08-29,Oceania,1,244.0
1759,2025-08-29,South America,103,143.0
1760,2025-08-30,Africa,11,127.0
1761,2025-08-30,Asia,11,126.0
1762,2025-08-30,Europe,7,120.0
1763,2025-08-30,North America,355,169.0
1764,2025-08-30,South America,50,77.0
1765,2025-08-31,Africa,6,78.0
1766,2025-08-31,Asia,12,65.0
1767,2025-08-31,Europe,1,63.0
1768,2025-08-31,North America,333,109.0
1769,2025-08-31,South America,63,117.0
1770,2025-09-01,Africa,7,67.0
1771,2025-09-01,Asia,19,63.0
1772,2025-09-01,Europe,3,63.0
1773,2025-09-01,North America,387,116.0
1774,2025-09-01,South America,65,125.0
1775,2025-09-02,Africa,7,79.0
1776,2025-09-02,Asia,57,78.0
1777,2025-09-02,Europe,10,78.0
1778,2025-09-02,North America,752,183.0
1779,2025-09-02,South America,155,205.0
1780,2025-09-03,Africa,20,152.0
1781,2025-09-03,Asia,57,151.0
1782,2025-09-03,Europe,10,152.0
1783,2025-09-03,North America,886,270.0
1784,2025-09-03,South America,155,291.0
1785,2025-09-04,Africa,11,185.0
1786,2025-09-04,Asia,126,181.0
1787,2025-09-04,Europe,26,182.0
1788,2025-09-04,North America,973,312.0
1789,2025-09-04,South America,196,339.0
1790,2025-09-05,Africa,21,215.0
1791,2025-09-05,Asia,83,205.0
1792,2025-09-05,Europe,9,205.0
1793,2025-09-05,North America,822,304.0
1794,2025-09-05,South America,215,331.0
1795,2025-09-06,Africa,7,193.0
1796,2025-09-06,Asia,101,180.0
1797,2025-09-06,Europe,8,178.0
1798,2025-09-06,North America,434,228.0
1799,2025-09-06,South America,82,238.0
1800,2025-09-07,Africa,15,123.0
1801,2025-09-07,Asia,52,100.0
1802,2025-09-07,Europe,10,100.0
1803,2025-09-07,North America,397,143.0
1804,2025-09-07,South America,72,152.0
1805,2025-09-08,Africa,25,93.0
1806,2025-09-08,Asia,138,101.0
1807,2025-09-08,Europe,10,101.0
1808,2025-09-08,North America,707,194.0
1809,2025-09-08,Oceania,1,193.0
1810,2025-09-08,South America,159,159.0
1811,2025-09-09,Africa,33,153.0
1812,2025-09-09,Asia,52,157.0
1813,2025-09-09,Europe,22,141.0
1814,2025-09-09,North America,958,276.0
1815,2025-09-09,Oceania,1,175.0
1816,2025-09-09,South America,252,211.0
1817,2025-09-10,Africa,19,191.0
1818,2025-09-10,Asia,53,194.0
1819,2025-09-10,Europe,23,190.0
1820,2025-09-10,North America,978,326.0
1821,2025-09-10,Oceania,1,190.0
1822,2025-09-10,South America,201,218.0
1823,2025-09-11,Africa,26,186.0
1824,2025-09-11,Asia,55,191.0
1825,2025-09-11,Europe,21,186.0
1826,2025-09-11,North America,935,317.0
1827,2025-09-11,South America,196,205.0
1828,2025-09-12,Africa,10,206.0
1829,2025-09-12,Asia,48,184.0
1830,2025-09-12,Europe,17,183.0
1831,2025-09-12,North America,889,302.0
1832,2025-09-12,Oceania,2,300.0
1833,2025-09-12,South America,159,189.0
1834,2025-09-13,Africa,11,162.0
1835,2025-09-13,Asia,19,164.0
1836,2025-09-13,Europe,9,158.0
1837,2025-09-13,North America,477,224.0
1838,2025-09-13,South America,100,111.0
1839,2025-09-14,Africa,7,112.0
1840,2025-09-14,Asia,15,91.0
1841,2025-09-14,Europe,16,92.0
1842,2025-09-14,North America,429,150.0
1843,2025-09-14,South America,96,163.0
1844,2025-09-15,Africa,25,98.0
1845,2025-09-15,Asia,37,89.0
1846,2025-09-15,Europe,6,89.0
1847,2025-09-15,North America,814,203.0
1848,2025-09-15,South America,177,226.0
1849,2025-09-16,Africa,15,167.0
1850,2025-09-16,Asia,54,161.0
1851,2025-09-16,Europe,11,159.0
1852,2025-09-16,North America,919,285.0
1853,2025-09-16,South America,170,309.0
1854,2025-09-17,Africa,22,195.0
1855,2025-09-17,Asia,59,179.0
1856,2025-09-17,Europe,15,179.0
1857,2025-09-17,North America,1017,316.0
1858,2025-09-17,Oceania,1,315.0
1859,2025-09-17,South America,217,214.0
1860,2025-09-18,Africa,25,194.0
1861,2025-09-18,Asia,60,199.0
1862,2025-09-18,Europe,14,193.0
1863,2025-09-18,North America,981,331.0
1864,2025-09-18,Oceania,1,186.0
1865,2025-09-18,South America,209,215.0
1866,2025-09-19,Africa,15,186.0
1867,2025-09-19,Asia,62,192.0
1868,2025-09-19,Europe,19,186.0
1869,2025-09-19,North America,886,310.0
1870,2025-09-19,Oceania,2,171.0
1871,2025-09-19,South America,193,198.0
1872,2025-09-20,Africa,7,169.0
1873,2025-09-20,Asia,25,171.0
1874,2025-09-20,Europe,14,164.0
1875,2025-09-20,North America,487,231.0
1876,2025-09-20,South America,106,119.0
1877,2025-09-21,Africa,6,120.0
1878,2025-09-21,Asia,25,96.0
1879,2025-09-21,Europe,3,95.0
1880,2025-09-21,North America,432,153.0
1881,2025-09-21,South America,75,162.0
1882,2025-09-22,Africa,22,96.0
1883,2025-09-22,Asia,57,89.0
1884,2025-09-22,Europe,9,89.0
1885,2025-09-22,North America,835,205.0
1886,2025-09-22,South America,165,228.0
1887,2025-09-23,Africa,19,169.0
1888,2025-09-23,Asia,83,170.0
1889,2025-09-23,Europe,25,170.0
1890,2025-09-23,North America,1063,314.0
1891,2025-09-23,South America,219,344.0
1892,2025-09-24,Africa,21,228.0
1893,2025-09-24,Asia,84,216.0
1894,2025-09-24,Europe,18,216.0
1895,2025-09-24,North America,943,339.0
1896,2025-09-24,Oceania,1,336.0
1897,2025-09-24,South America,208,213.0
1898,2025-09-25,Africa,13,184.0
1899,2025-09-25,Asia,99,195.0
1900,2025-09-25,Europe,23,186.0
1901,2025-09-25,North America,967,322.0
1902,2025-09-25,South America,179,213.0
1903,2025-09-26,Africa,10,214.0
1904,2025-09-26,Asia,53,192.0
1905,2025-09-26,Europe,19,193.0
1906,2025-09-26,North America,883,305.0
1907,2025-09-26,Oceania,1,302.0
1908,2025-09-26,South America,153,185.0
1909,2025-09-27,Africa,9,161.0
1910,2025-09-27,Asia,22,163.0
1911,2025-09-27,Europe,13,157.0
1912,2025-09-27,North America,500,226.0
1913,2025-09-27,Oceania,1,100.0
1914,2025-09-27,South America,72,110.0
1915,2025-09-28,Africa,4,89.0
1916,2025-09-28,Asia,11,89.0
1917,2025-09-28,Europe,4,86.0
1918,2025-09-28,North America,471,152.0
1919,2025-09-28,South America,58,89.0
1920,2025-09-29,Africa,15,91.0
1921,2025-09-29,Asia,47,87.0
1922,2025-09-29,Europe,18,89.0
1923,2025-09-29,North America,814,204.0
1924,2025-09-29,Oceania,3,204.0
1925,2025-09-29,South America,159,159.0
1926,2025-09-30,Africa,18,153.0
1927,2025-09-30,Asia,82,163.0
1928,2025-09-30,Europe,20,159.0
1929,2025-09-30,North America,860,279.0
1930,2025-09-30,Oceania,2,163.0
1931,2025-09-30,South America,175,188.0
1932,2025-10-01,Africa,24,169.0
1933,2025-10-01,Asia,57,174.0
1934,2025-10-01,Europe,20,165.0
1935,2025-10-01,North America,971,301.0
1936,2025-10-01,Oceania,2,179.0
1937,2025-10-01,South America,215,209.0
1938,2025-10-02,Africa,28,188.0
1939,2025-10-02,Asia,55,193.0
1940,2025-10-02,Europe,25,188.0
1941,2025-10-02,North America,927,318.0
1942,2025-10-02,South America,193,206.0
1943,2025-10-03,Africa,19,209.0
1944,2025-10-03,Asia,48,185.0
1945,2025-10-03,Europe,17,183.0
1946,2025-10-03,North America,931,309.0
1947,2025-10-03,Oceania,1,305.0
1948,2025-10-03,South America,170,197.0
1949,2025-10-04,Africa,1,170.0
1950,2025-10-04,Asia,16,169.0
1951,2025-10-04,Europe,6,163.0
1952,2025-10-04,North America,495,231.0
